date,TargetXGB_scale
2017-10-03 0:00,-269.1888777
2017-10-04 0:00,553.2057092
2017-10-05 0:00,362.4408358
2017-10-06 0:00,-148.5784669
2017-10-07 0:00,-61.86927844
2017-10-08 0:00,498.0262225
2017-10-09 0:00,-313.8492967
2017-10-10 0:00,-351.678435
2017-10-11 0:00,-148.4005894
2017-10-12 0:00,-316.5234894
2017-10-13 0:00,21.81638063
2017-10-14 0:00,-404.0647171
2017-10-15 0:00,830.5259345
2017-10-16 0:00,-132.8867763
2017-10-17 0:00,534.4124326
2017-10-18 0:00,1.429082788
2017-10-19 0:00,-254.6431887
2017-10-20 0:00,-666.7378333
2017-10-21 0:00,154.0314174
2017-10-22 0:00,774.1166524
2017-10-23 0:00,-242.8776765
2017-10-24 0:00,-862.8547405
2017-10-25 0:00,-387.0903566
2017-10-26 0:00,-191.2388505
2017-10-27 0:00,740.4469305
2017-10-28 0:00,136.6286043
2017-10-29 0:00,-186.2638121
2017-10-30 0:00,-773.5900975
2017-10-31 0:00,84.73505657
2017-11-01 0:00,956.1350413
2017-11-02 0:00,-570.3663855
2017-11-03 0:00,-266.9068355
2017-11-04 0:00,-163.9292037
2017-11-05 0:00,81.27100144
2017-11-06 0:00,69.71571665
2017-11-07 0:00,404.8561659
2017-11-08 0:00,884.8872089
2017-11-09 0:00,161.2281539
2017-11-10 0:00,-263.5109936
2017-11-11 0:00,-1243.404902
2017-11-12 0:00,1093.866721
2017-11-13 0:00,-403.9483207
2017-11-14 0:00,-652.6468158
2017-11-15 0:00,335.0908866
2017-11-16 0:00,-508.0500293
2017-11-17 0:00,589.8386874
2017-11-18 0:00,-364.782877
2017-11-19 0:00,-550.3113274
2017-11-20 0:00,428.0830983
2017-11-21 0:00,436.8786854
2017-11-22 0:00,969.0637891
2017-11-23 0:00,-289.6266592
2017-11-24 0:00,155.8278769
2017-11-25 0:00,-353.6254749
2017-11-26 0:00,-411.0011962
2017-11-27 0:00,-175.8311999
2017-11-28 0:00,716.9018011
2017-11-29 0:00,-621.124197
2017-11-30 0:00,-14.11866544
2017-12-01 0:00,-98.32499221
2017-12-02 0:00,-472.8467521
2017-12-03 0:00,-157.0711013
2017-12-04 0:00,-404.9005859
2017-12-05 0:00,761.097268
2017-12-06 0:00,-215.0819086
2017-12-07 0:00,338.7542094
2017-12-08 0:00,82.65738582
2017-12-09 0:00,104.9537197
2017-12-10 0:00,-117.6221999
2017-12-11 0:00,82.44360071
2017-12-12 0:00,-146.4039998
2017-12-13 0:00,177.364448
2017-12-14 0:00,137.3872098
2017-12-15 0:00,-245.730744
2017-12-16 0:00,-25.37312618
2017-12-17 0:00,-96.28403531
2017-12-18 0:00,357.7130415
